"Domain","Base Domain","URL","Agency","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"presidiotrust.gov","presidiotrust.gov","http://presidiotrust.gov","Presidio Trust","dotgov","","","","","","","","","No"
"pretrialservices.gov","pretrialservices.gov","https://pretrialservices.gov","Court Services and Offender Supervision","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"privacyshield.gov","privacyshield.gov","https://www.privacyshield.gov","Department of Commerce","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"projectsafechildhood.gov","projectsafechildhood.gov","http://projectsafechildhood.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"projectsafeneighborhoods.gov","projectsafeneighborhoods.gov","http://projectsafeneighborhoods.gov","Department of Justice","dotgov","No","No","No","","","","","","No"
"protecciondelconsumidor.gov","protecciondelconsumidor.gov","https://protecciondelconsumidor.gov","Federal Trade Commission","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"protectyourmove.gov","protectyourmove.gov","https://www.protectyourmove.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"psa.gov","psa.gov","https://psa.gov","Court Services and Offender Supervision","dotgov","No","Yes","No","Yes","No","No","No","No","Yes"
"psc.gov","psc.gov","https://psc.gov","Department of Health and Human Services","dotgov","No","Yes","Yes","No","Yes","No","No","No","Yes"
"pscr.gov","pscr.gov","https://pscr.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"psob.gov","psob.gov","https://www.psob.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ptf.gov","ptf.gov","http://www.ptf.gov","The Intelligence Community","dotgov","No","No","No","","","","","","No"
"pubmed.gov","pubmed.gov","http://pubmed.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"qart.gov","qart.gov","http://qart.gov","Director of National Intelligence","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"qatesttwai.gov","qatesttwai.gov","http://qatesttwai.gov","Department of the Treasury","dotgov","No","No","No","","","","","","No"
"quic.gov","quic.gov","http://quic.gov","Department of Health and Human Services","dotgov","No","No","No","","","","","","No"
"rcfl.gov","rcfl.gov","https://www.rcfl.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ready.gov","ready.gov","https://www.ready.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"readybusiness.gov","readybusiness.gov","https://www.readybusiness.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"reaganlibrary.gov","reaganlibrary.gov","https://www.reaganlibrary.gov","National Archives and Records Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"realestatesales.gov","realestatesales.gov","https://realestatesales.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"realpropertyprofile.gov","realpropertyprofile.gov","https://www.realpropertyprofile.gov","General Services Administration","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"recalls.gov","recalls.gov","https://www.recalls.gov","Consumer Product Safety Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"recoverymonth.gov","recoverymonth.gov","https://recoverymonth.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"recreation.gov","recreation.gov","https://www.recreation.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"reginfo.gov","reginfo.gov","https://reginfo.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"regulations.gov","regulations.gov","https://www.regulations.gov","Environmental Protection Agency","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"relocatefeds.gov","relocatefeds.gov","https://relocatefeds.gov","Environmental Protection Agency","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"reo.gov","reo.gov","https://reo.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"reportband.gov","reportband.gov","https://reportband.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"reporting.gov","reporting.gov","https://www.reporting.gov","General Services Administration","dotgov","No","Yes","Yes","No","Yes","No","No","No","Yes"
"republicans.gov","republicans.gov","http://republicans.gov","The Legislative Branch","dotgov","No","No","No","","","","","","No"
"research.gov","research.gov","https://www.research.gov","National Science Foundation","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"restorethegulf.gov","restorethegulf.gov","https://restorethegulf.gov","Gulf Coast Ecosystem Restoration Council","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"rivers.gov","rivers.gov","https://rivers.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"rl.gov","rl.gov","http://rl.gov","Department of Energy","dotgov","","","","","","","","","No"
"robodeidentidad.gov","robodeidentidad.gov","https://robodeidentidad.gov","Federal Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"rocis.gov","rocis.gov","https://www.rocis.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"rrb.gov","rrb.gov","https://rrb.gov","Railroad Retirement Board","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sac.gov","sac.gov","https://sac.gov","National Science Foundation","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"safecar.gov","safecar.gov","https://www.safecar.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"safecom.gov","safecom.gov","https://www.safecom.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"safecomprogram.gov","safecomprogram.gov","https://safecomprogram.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","","","","","","No"
"safeocs.gov","safeocs.gov","https://safeocs.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"safercar.gov","safercar.gov","https://www.safercar.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"saferproduct.gov","saferproduct.gov","https://saferproduct.gov","Consumer Product Safety Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"saferproducts.gov","saferproducts.gov","https://saferproducts.gov","Consumer Product Safety Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"safertruck.gov","safertruck.gov","https://www.safertruck.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"safetyact.gov","safetyact.gov","https://safetyact.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"safeyouth.gov","safeyouth.gov","http://www.safeyouth.gov","Department of Health and Human Services","dotgov","No","No","No","","","","","","No"
"salmonrecovery.gov","salmonrecovery.gov","https://www.salmonrecovery.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"sam.gov","sam.gov","https://www.sam.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"samhsa.gov","samhsa.gov","https://www.samhsa.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sandia.gov","sandia.gov","http://www.sandia.gov","Department of Energy","dotgov","No","No","No","","","","","","No"
"savingsbond.gov","savingsbond.gov","https://savingsbond.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"savingsbonds.gov","savingsbonds.gov","https://savingsbonds.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"savingsbondwizard.gov","savingsbondwizard.gov","https://savingsbondwizard.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sba.gov","sba.gov","https://www.sba.gov","Small Business Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sbir.gov","sbir.gov","https://www.sbir.gov","Small Business Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"sbst.gov","sbst.gov","https://sbst.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"scidac.gov","scidac.gov","https://www.scidac.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"science.gov","science.gov","https://www.science.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"science360.gov","science360.gov","https://science360.gov","National Science Foundation","dotgov","No","Yes","Yes","No","Yes","No","No","No","Yes"
"sciencebase.gov","sciencebase.gov","https://www.sciencebase.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"scijinks.gov","scijinks.gov","https://scijinks.gov","National Aeronautics and Space Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"scra.gov","scra.gov","http://scra.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"sdr.gov","sdr.gov","https://www.sdr.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"search.gov","search.gov","https://search.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"sec.gov","sec.gov","https://www.sec.gov","Securities and Exchange Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"secretservice.gov","secretservice.gov","https://www.secretservice.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"section508.gov","section508.gov","https://section508.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"seguridadconsumidor.gov","seguridadconsumidor.gov","https://seguridadconsumidor.gov","Consumer Product Safety Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"segurosocial.gov","segurosocial.gov","https://segurosocial.gov","Social Security Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"selectagents.gov","selectagents.gov","https://www.selectagents.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"selectusa.gov","selectusa.gov","https://www.selectusa.gov","Department of Commerce","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"sen.gov","sen.gov","http://sen.gov","The Legislative Branch","dotgov","No","No","No","Yes","No","No","No","No","No"
"senate.gov","senate.gov","https://www.senate.gov","The Legislative Branch","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"seniorcorps.gov","seniorcorps.gov","http://seniorcorps.gov","Corporation for National & Community Service","dotgov","No","No","No","","","","","","No"
"sentinel.gov","sentinel.gov","https://sentinel.gov","Federal Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"serve.gov","serve.gov","http://serve.gov","Corporation for National & Community Service","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"service.gov","service.gov","http://service.gov","Corporation for National & Community Service","dotgov","No","No","No","","","","","","No"
"servicemembers.gov","servicemembers.gov","http://servicemembers.gov","Department of Justice","dotgov","No","No","No","","","","","","No"
"sftool.gov","sftool.gov","https://sftool.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"sharetheroadsafely.gov","sharetheroadsafely.gov","https://sharetheroadsafely.gov","Department of Transportation","dotgov","No","No","No","","","","","","No"
"sierrawild.gov","sierrawild.gov","https://www.sierrawild.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sigtarp.gov","sigtarp.gov","https://www.sigtarp.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"siteidiq.gov","siteidiq.gov","https://www.siteidiq.gov","Department of Defense","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"sji.gov","sji.gov","http://www.sji.gov","State Justice Institute","dotgov","No","No","No","","","","","","No"
"slgs.gov","slgs.gov","https://slgs.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"smart.gov","smart.gov","https://smart.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"smartcheck.gov","smartcheck.gov","https://smartcheck.gov","Commodity Futures Trading Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"smarterskies.gov","smarterskies.gov","http://www.smarterskies.gov","Department of Transportation","dotgov","No","No","No","Yes","No","No","No","No","Yes"
"smartgrid.gov","smartgrid.gov","https://www.smartgrid.gov","Department of Energy","dotgov","No","Yes","No","No","No","Yes","No","No","No"
"smokefree.gov","smokefree.gov","https://smokefree.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"smokeybear.gov","smokeybear.gov","https://smokeybear.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"snap.gov","snap.gov","https://snap.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sns.gov","sns.gov","http://sns.gov","Department of Energy","dotgov","No","No","No","","","","","","No"
"socialsecurity.gov","socialsecurity.gov","https://socialsecurity.gov","Social Security Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"solardecathlon.gov","solardecathlon.gov","https://www.solardecathlon.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"spaceweather.gov","spaceweather.gov","https://www.spaceweather.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"speaker.gov","speaker.gov","https://www.speaker.gov","The Legislative Branch","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"spectrum.gov","spectrum.gov","https://spectrum.gov","Department of Commerce","dotgov","No","Yes","Yes","No","Yes","No","No","No","Ready"
"srs.gov","srs.gov","https://www.srs.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ssa.gov","ssa.gov","https://www.ssa.gov","Social Security Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ssab.gov","ssab.gov","http://ssab.gov","Social Security Advisory Board","dotgov","No","No","No","","","","","","No"
"sss.gov","sss.gov","https://www.sss.gov","Selective Service System","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"standards.gov","standards.gov","https://standards.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"state.gov","state.gov","https://www.state.gov","Department of State","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"stateoig.gov","stateoig.gov","https://www.stateoig.gov","Department of State, Office of Inspector General","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"stb.gov","stb.gov","http://www.stb.gov","Surface Transportation Board","dotgov","No","No","Yes","No","Yes","Yes","No","No","No"
"stopalcoholabuse.gov","stopalcoholabuse.gov","http://stopalcoholabuse.gov","Department of Health and Human Services","dotgov","No","No","No","","","","","","No"
"stopbullying.gov","stopbullying.gov","https://www.stopbullying.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"stopfakes.gov","stopfakes.gov","https://www.stopfakes.gov","Department of Commerce","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"stopfraud.gov","stopfraud.gov","https://www.stopfraud.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"strongports.gov","strongports.gov","https://strongports.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"studentaid.gov","studentaid.gov","https://studentaid.gov","Department of Education","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"studentloans.gov","studentloans.gov","https://studentloans.gov","Department of Education","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"surgeongeneral.gov","surgeongeneral.gov","http://www.surgeongeneral.gov","Department of Health and Human Services","dotgov","No","No","Yes","Yes","No","No","No","No","Yes"
"sustainability.gov","sustainability.gov","https://www.sustainability.gov","Environmental Protection Agency","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"sustainablecommunities.gov","sustainablecommunities.gov","https://www.sustainablecommunities.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"sworm.gov","sworm.gov","https://www.sworm.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"swpa.gov","swpa.gov","https://swpa.gov","Department of Energy","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"symbols.gov","symbols.gov","https://symbols.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"taaps.gov","taaps.gov","https://taaps.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"tax.gov","tax.gov","https://www.tax.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"telework.gov","telework.gov","https://telework.gov","Office of Personnel Management","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"tfhrc.gov","tfhrc.gov","https://www.tfhrc.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"thecoolspot.gov","thecoolspot.gov","https://www.thecoolspot.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"thepeoplesgarden.gov","thepeoplesgarden.gov","http://www.thepeoplesgarden.gov","U.S. Department of Agriculture","dotgov","No","No","No","","","","","","No"
"therealcost.gov","therealcost.gov","https://therealcost.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"thisfreelife.gov","thisfreelife.gov","https://www.thisfreelife.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"tigta.gov","tigta.gov","http://tigta.gov","Department of the Treasury","dotgov","No","No","No","No","Yes","No","No","No","No"
"time.gov","time.gov","https://time.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"tobacco.gov","tobacco.gov","https://tobacco.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"tox21.gov","tox21.gov","https://tox21.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"trade.gov","trade.gov","https://www.trade.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"trafficsafetymarketing.gov","trafficsafetymarketing.gov","https://www.trafficsafetymarketing.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"transportation.gov","transportation.gov","https://www.transportation.gov","Department of Transportation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"treas.gov","treas.gov","https://treas.gov","Department of the Treasury","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"treaslockbox.gov","treaslockbox.gov","https://treaslockbox.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"treasury.gov","treasury.gov","https://www.treasury.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"treasuryauction.gov","treasuryauction.gov","http://treasuryauction.gov","Department of the Treasury","dotgov","","","","","","","","","No"
"treasuryauctions.gov","treasuryauctions.gov","https://treasuryauctions.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"treasurydirect.gov","treasurydirect.gov","https://treasurydirect.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"treasuryhunt.gov","treasuryhunt.gov","https://treasuryhunt.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"treasuryscams.gov","treasuryscams.gov","https://treasuryscams.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"tribaljusticeandsafety.gov","tribaljusticeandsafety.gov","http://tribaljusticeandsafety.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"truman.gov","truman.gov","https://truman.gov","Harry S. Truman Scholarship Foundation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"tsa.gov","tsa.gov","https://www.tsa.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"tsc.gov","tsc.gov","http://www.tsc.gov","Terrorist Screening Center","dotgov","No","No","No","","","","","","No"
"tsp.gov","tsp.gov","https://www.tsp.gov","Federal Retirement Thrift Investment Board","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"tsunami.gov","tsunami.gov","https://tsunami.gov","Department of Commerce","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"tswg.gov","tswg.gov","https://tswg.gov","Department of Defense","dotgov","No","No","No","","","","","","No"
"ttb.gov","ttb.gov","https://ttb.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"ttbonline.gov","ttbonline.gov","https://ttbonline.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"tva.gov","tva.gov","https://www.tva.gov","Tennessee Valley Authority","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"tvaoig.gov","tvaoig.gov","http://www.tvaoig.gov","Tennessee Valley Authority","dotgov","No","No","No","","","","","","No"
"twai.gov","twai.gov","http://twai.gov","Department of the Treasury","dotgov","","","","","","","","","No"
"ucia.gov","ucia.gov","http://ucia.gov","Central Intelligence Agency","dotgov","","","","","","","","","No"
"ucrdatatool.gov","ucrdatatool.gov","https://ucrdatatool.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"udall.gov","udall.gov","https://udall.gov","Morris K. Udall and Stewart L. Udall Foundation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"ugov.gov","ugov.gov","http://ugov.gov","Director of National Intelligence","dotgov","","","","","","","","","No"
"unicor.gov","unicor.gov","https://unicor.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"unionreports.gov","unionreports.gov","https://www.unionreports.gov","Department of Labor","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"unitedstates.gov","unitedstates.gov","https://unitedstates.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"unlocktalent.gov","unlocktalent.gov","https://unlocktalent.gov","Office of Personnel Management","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"urbanwaters.gov","urbanwaters.gov","https://www.urbanwaters.gov","Environmental Protection Agency","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"us-cert.gov","us-cert.gov","https://www.us-cert.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"us.gov","us.gov","https://us.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usa.gov","usa.gov","https://www.usa.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usability.gov","usability.gov","https://www.usability.gov","Department of Health and Human Services","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"usadf.gov","usadf.gov","https://www.usadf.gov","United States African Development Foundation","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"usagov.gov","usagov.gov","https://usagov.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usaid.gov","usaid.gov","https://www.usaid.gov","U.S. Agency for International Development","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usajobs.gov","usajobs.gov","https://www.usajobs.gov","Office of Personnel Management","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"usalearning.gov","usalearning.gov","https://usalearning.gov","Office of Personnel Management","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"usap.gov","usap.gov","https://www.usap.gov","National Science Foundation","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usaseanconnect.gov","usaseanconnect.gov","http://usaseanconnect.gov","Department of State","dotgov","No","No","No","","","","","","No"
"usaspending.gov","usaspending.gov","https://www.usaspending.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usastaffing.gov","usastaffing.gov","https://usastaffing.gov","Office of Personnel Management","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"usbankruptcy.gov","usbankruptcy.gov","http://www.usbankruptcy.gov","U.S. Courts","dotgov","No","No","No","","","","","","No"
"usbr.gov","usbr.gov","https://usbr.gov","Department of the Interior","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"usccr.gov","usccr.gov","http://usccr.gov","U.S. Commission on Civil Rights","dotgov","No","No","No","","","","","","No"
"uscg.gov","uscg.gov","http://uscg.gov","Department of Homeland Security","dotgov","","","","","","","","","No"
"uscirf.gov","uscirf.gov","http://www.uscirf.gov","U.S. Commission on International Religious Freedom","dotgov","No","No","No","No","Yes","No","No","No","No"
"uscis.gov","uscis.gov","https://www.uscis.gov","Department of Homeland Security","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usconsulate.gov","usconsulate.gov","http://usconsulate.gov","Department of State","dotgov","No","No","No","","","","","","No"
"uscourts.gov","uscourts.gov","http://www.uscourts.gov","U.S. Courts","dotgov","No","No","No","","","","","","No"
"uscurrency.gov","uscurrency.gov","https://www.uscurrency.gov","Federal Reserve Board of Governors","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"usda.gov","usda.gov","https://www.usda.gov","U.S. Department of Agriculture","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usdebitcard.gov","usdebitcard.gov","https://www.usdebitcard.gov","Department of the Treasury","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"usdigitalservice.gov","usdigitalservice.gov","http://usdigitalservice.gov","Executive Office of the President","dotgov","No","Yes","No","Yes","No","No","No","No","Ready"
"usdoj.gov","usdoj.gov","http://usdoj.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"usds.gov","usds.gov","https://www.usds.gov","Executive Office of the President","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"usembassy.gov","usembassy.gov","https://www.usembassy.gov","Department of State","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"userra.gov","userra.gov","http://userra.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Ready"
"usgcrp.gov","usgcrp.gov","http://usgcrp.gov","United States Global Change Research Program","dotgov","No","No","No","","","","","","No"
"usgovernment.gov","usgovernment.gov","https://usgovernment.gov","General Services Administration","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usgs.gov","usgs.gov","https://www.usgs.gov","Department of the Interior","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"usich.gov","usich.gov","https://www.usich.gov","United States Interagency Council on Homelessness","dotgov","No","Yes","No","No","No","Yes","No","No","No"
"usip.gov","usip.gov","http://usip.gov","United States Institute of Peace","dotgov","No","No","No","","","","","","No"
"usitc.gov","usitc.gov","https://usitc.gov","United States International Trade Commission","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usmarshals.gov","usmarshals.gov","https://www.usmarshals.gov","Department of Justice","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"usmint.gov","usmint.gov","https://www.usmint.gov","Department of the Treasury","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","Yes"
"usmission.gov","usmission.gov","http://usmission.gov","Department of State","dotgov","No","No","No","","","","","","No"
"usphs.gov","usphs.gov","http://usphs.gov","Department of Health and Human Services","dotgov","No","No","Yes","Yes","No","No","No","No","Ready"
"uspis.gov","uspis.gov","http://uspis.gov","United States Postal Service","dotgov","No","No","No","","","","","","No"
